,name,res_value_bool,res_idx,predictions_1,predictions_2,predictions_3,predictions_4,predictions_5,predictions_average,Aggregation label
772, Odontogenic_ameloblast-associated_protein__AP00021,0,183,0.71726835,0.858449,0.59894174,0.7998029,0.7944645,0.7537853,False
773, Odontogenic_ameloblast-associated_protein__AP00021,0,184,0.7814985,0.8715931,0.6647178,0.8348349,0.81798774,0.7941264,False
774, Odontogenic_ameloblast-associated_protein__AP00021,0,185,0.7764877,0.87170637,0.63271224,0.82462215,0.82499784,0.7861053,False
775, Odontogenic_ameloblast-associated_protein__AP00021,0,186,0.81090444,0.87901217,0.60973257,0.83498424,0.8213241,0.7911915,False
776, Odontogenic_ameloblast-associated_protein__AP00021,0,187,0.7257946,0.86952233,0.56823826,0.823688,0.80883396,0.7592155,False
777, Odontogenic_ameloblast-associated_protein__AP00021,0,188,0.7415977,0.8675391,0.60111386,0.8089284,0.81488526,0.7668128,False
778, Odontogenic_ameloblast-associated_protein__AP00021,0,189,0.7195935,0.8678889,0.5755141,0.8055823,0.7962288,0.7529615,False
779, Odontogenic_ameloblast-associated_protein__AP00021,0,190,0.7420476,0.87257063,0.6114766,0.82692105,0.81650615,0.77390444,False
780, Odontogenic_ameloblast-associated_protein__AP00021,0,191,0.73265,0.8569003,0.6034941,0.7997304,0.8167697,0.7619089,False
781, Odontogenic_ameloblast-associated_protein__AP00021,0,192,0.7371609,0.8724153,0.6216656,0.80192786,0.80837363,0.76830864,False
782, Odontogenic_ameloblast-associated_protein__AP00021,0,193,0.7386491,0.86134756,0.5924282,0.80484647,0.7959256,0.7586394,False
783, Odontogenic_ameloblast-associated_protein__AP00021,0,194,0.7241853,0.85799015,0.57081485,0.78376347,0.7931418,0.74597913,False
784, Odontogenic_ameloblast-associated_protein__AP00021,0,195,0.7297376,0.8628958,0.61239594,0.80275863,0.7851827,0.75859416,False
785, Odontogenic_ameloblast-associated_protein__AP00021,0,196,0.78123266,0.8780984,0.6483787,0.8163568,0.814921,0.78779745,False
786, Odontogenic_ameloblast-associated_protein__AP00021,0,197,0.7256716,0.87636566,0.6156526,0.81265014,0.8129543,0.7686588,False
787, Odontogenic_ameloblast-associated_protein__AP00021,0,198,0.8528997,0.8939529,0.6702023,0.85983914,0.8468245,0.82474375,False
788, Odontogenic_ameloblast-associated_protein__AP00021,0,199,0.8430759,0.90315455,0.71282655,0.8620809,0.83546436,0.8313204,False
789, Odontogenic_ameloblast-associated_protein__AP00021,0,200,0.8604717,0.89227146,0.6667743,0.84131914,0.84432495,0.82103235,False
790, Odontogenic_ameloblast-associated_protein__AP00021,0,201,0.7746631,0.89212626,0.66766727,0.8460328,0.82902133,0.8019021,False
791, Odontogenic_ameloblast-associated_protein__AP00021,0,202,0.76357824,0.88069904,0.6375128,0.8209085,0.81944007,0.78442776,False
792, Odontogenic_ameloblast-associated_protein__AP00021,0,203,0.7242275,0.8561186,0.57292134,0.79214877,0.793294,0.74774206,False
793, Odontogenic_ameloblast-associated_protein__AP00021,0,204,0.7788591,0.8658496,0.66767806,0.80666345,0.7857019,0.7809504,False
794, Odontogenic_ameloblast-associated_protein__AP00021,0,205,0.74491507,0.867851,0.60558784,0.78562516,0.78666925,0.75812966,False
795, Odontogenic_ameloblast-associated_protein__AP00021,0,206,0.7413598,0.85761994,0.60297227,0.7868089,0.7918974,0.75613165,False
796, Odontogenic_ameloblast-associated_protein__AP00021,0,207,0.75425935,0.8715261,0.61068094,0.80640525,0.80382264,0.7693389,False
797, Odontogenic_ameloblast-associated_protein__AP00021,0,208,0.7895683,0.88048565,0.6367267,0.8340398,0.82188934,0.792542,False
798, Odontogenic_ameloblast-associated_protein__AP00021,0,209,0.8083472,0.8773365,0.63441086,0.83621883,0.82326335,0.79591537,False
799, Odontogenic_ameloblast-associated_protein__AP00021,0,210,0.74803805,0.8747879,0.6255891,0.8241919,0.8067275,0.77586687,False
800, Odontogenic_ameloblast-associated_protein__AP00021,0,211,0.7690424,0.8694456,0.6318385,0.82517034,0.8066508,0.78042954,False
801, Odontogenic_ameloblast-associated_protein__AP00021,0,212,0.73275495,0.8664166,0.64856404,0.8045109,0.79497844,0.76944494,False
802, Odontogenic_ameloblast-associated_protein__AP00021,0,213,0.7719442,0.87591434,0.6306975,0.8295346,0.8082985,0.78327787,False
803, Odontogenic_ameloblast-associated_protein__AP00021,0,214,0.820442,0.8773597,0.6572724,0.8376831,0.82431155,0.80341375,False
804, Odontogenic_ameloblast-associated_protein__AP00021,0,215,0.8583429,0.8848276,0.64353526,0.8397119,0.8318954,0.8116627,False
805, Odontogenic_ameloblast-associated_protein__AP00021,0,216,0.77717215,0.8806457,0.6389691,0.8397982,0.82665074,0.7926472,False
806, Odontogenic_ameloblast-associated_protein__AP00021,0,217,0.8236464,0.8804529,0.62104666,0.83976656,0.83020633,0.79902375,False
807, Odontogenic_ameloblast-associated_protein__AP00021,0,218,0.7498679,0.88430834,0.62210166,0.83984184,0.81263727,0.78175145,False
808, Odontogenic_ameloblast-associated_protein__AP00021,0,219,0.73025554,0.8527015,0.6003904,0.8027216,0.80165917,0.75754565,False
809, Odontogenic_ameloblast-associated_protein__AP00021,0,220,0.72369313,0.84610933,0.555352,0.7844875,0.7716995,0.7362683,False
810, Odontogenic_ameloblast-associated_protein__AP00021,0,221,0.7504077,0.865032,0.5720634,0.7932847,0.793682,0.75489396,False
811, Odontogenic_ameloblast-associated_protein__AP00021,0,222,0.73056936,0.8661811,0.58979595,0.8130787,0.8078138,0.7614878,False
812, Odontogenic_ameloblast-associated_protein__AP00021,0,223,0.83979297,0.876209,0.6618364,0.8217583,0.8160968,0.80313873,False
813, Odontogenic_ameloblast-associated_protein__AP00021,0,224,0.7568552,0.86658096,0.5808887,0.8030215,0.8085197,0.7631732,False
814, Odontogenic_ameloblast-associated_protein__AP00021,0,225,0.74667,0.86549145,0.6262487,0.8265166,0.79924875,0.7728351,False
815, Odontogenic_ameloblast-associated_protein__AP00021,0,226,0.732475,0.8716008,0.58206946,0.8143936,0.8071178,0.76153135,False
816, Odontogenic_ameloblast-associated_protein__AP00021,0,227,0.72550756,0.86749107,0.61809903,0.80170405,0.7997796,0.76251626,False
817, Odontogenic_ameloblast-associated_protein__AP00021,0,228,0.7266345,0.83678156,0.5358744,0.74257255,0.77752936,0.7238785,False
818, Odontogenic_ameloblast-associated_protein__AP00021,0,229,0.7168126,0.8322271,0.5287703,0.7582373,0.7703309,0.7212757,False
819, Odontogenic_ameloblast-associated_protein__AP00021,0,230,0.7277482,0.84573317,0.57685935,0.7575223,0.7641173,0.73439604,False
820, Odontogenic_ameloblast-associated_protein__AP00021,0,231,0.72429675,0.82835436,0.51122177,0.727586,0.7706056,0.7124129,False
821, Odontogenic_ameloblast-associated_protein__AP00021,0,232,0.7186586,0.8322386,0.5590309,0.73364,0.7660159,0.7219168,False
822, Odontogenic_ameloblast-associated_protein__AP00021,0,233,0.71964353,0.8455587,0.56064177,0.761367,0.7739401,0.73223025,False
823, Odontogenic_ameloblast-associated_protein__AP00021,0,234,0.73019373,0.84220606,0.5571758,0.7360348,0.77047485,0.7272171,False
824, Odontogenic_ameloblast-associated_protein__AP00021,0,235,0.728819,0.8339162,0.53211343,0.7631584,0.77089244,0.7257799,False
825, Odontogenic_ameloblast-associated_protein__AP00021,0,236,0.73459285,0.8603921,0.62783426,0.7994453,0.7774441,0.7599417,False
826, Odontogenic_ameloblast-associated_protein__AP00021,0,237,0.7880065,0.8646086,0.59826803,0.8069372,0.7911815,0.76980036,False
827, Odontogenic_ameloblast-associated_protein__AP00021,0,238,0.76299006,0.8654778,0.5909182,0.7927749,0.8078022,0.76399267,False
828, Odontogenic_ameloblast-associated_protein__AP00021,0,239,0.76296157,0.8677533,0.6281612,0.82191837,0.803352,0.77682924,False
829, Odontogenic_ameloblast-associated_protein__AP00021,0,240,0.73957723,0.8728061,0.61013454,0.82780635,0.79989594,0.7700441,False
830, Odontogenic_ameloblast-associated_protein__AP00021,0,241,0.78440624,0.8709064,0.6368614,0.820064,0.80888593,0.7842248,False
831, Odontogenic_ameloblast-associated_protein__AP00021,0,242,0.7557333,0.8610592,0.5975437,0.7922857,0.8027086,0.7618661,False
832, Odontogenic_ameloblast-associated_protein__AP00021,0,243,0.7867943,0.8699731,0.644485,0.81493914,0.8100052,0.78523934,False
833, Odontogenic_ameloblast-associated_protein__AP00021,0,244,0.72400016,0.8666596,0.5920985,0.8070227,0.7885445,0.75566506,False
834, Odontogenic_ameloblast-associated_protein__AP00021,0,245,0.7494004,0.85772866,0.62373924,0.79814625,0.7980392,0.7654108,False
835, Odontogenic_ameloblast-associated_protein__AP00021,0,246,0.72965634,0.85554147,0.61065423,0.7961256,0.78962886,0.7563213,False
836, Odontogenic_ameloblast-associated_protein__AP00021,0,247,0.73139733,0.8478486,0.57781154,0.78064877,0.7731987,0.742181,False
837, Odontogenic_ameloblast-associated_protein__AP00021,0,248,0.72372794,0.84294266,0.5547949,0.77367276,0.7677903,0.7325858,False
838, Odontogenic_ameloblast-associated_protein__AP00021,0,249,0.77045435,0.861289,0.62597924,0.8150064,0.7743327,0.7694124,False
839, Odontogenic_ameloblast-associated_protein__AP00021,0,250,0.724687,0.8382087,0.5416194,0.74745417,0.76811093,0.7240161,False
840, Odontogenic_ameloblast-associated_protein__AP00021,0,251,0.7271005,0.84241605,0.5704347,0.76523983,0.76831853,0.73470193,False
841, Odontogenic_ameloblast-associated_protein__AP00021,0,252,0.72891253,0.8438213,0.577507,0.77352303,0.761987,0.7371502,False
842, Odontogenic_ameloblast-associated_protein__AP00021,0,253,0.7139025,0.8346337,0.54978395,0.7464979,0.7480986,0.7185833,False
843, Odontogenic_ameloblast-associated_protein__AP00021,0,254,0.7256033,0.83346844,0.54577696,0.7529603,0.76031184,0.72362417,False
844, Odontogenic_ameloblast-associated_protein__AP00021,0,255,0.7338413,0.8453242,0.5744115,0.7631959,0.76366884,0.73608834,False
845, Odontogenic_ameloblast-associated_protein__AP00021,0,256,0.7208231,0.8360507,0.5500176,0.7495564,0.7528801,0.72186553,False
846, Odontogenic_ameloblast-associated_protein__AP00021,0,257,0.72357154,0.8184932,0.53807694,0.7214292,0.75004417,0.710323,False
847, Odontogenic_ameloblast-associated_protein__AP00021,0,258,0.7153026,0.8186041,0.54058206,0.754561,0.75106007,0.7160219,False
848, Odontogenic_ameloblast-associated_protein__AP00021,0,259,0.736003,0.8404334,0.57923704,0.7906588,0.7603407,0.74133456,False
849, Odontogenic_ameloblast-associated_protein__AP00021,0,260,0.73851025,0.84067947,0.5538527,0.76766014,0.76853824,0.73384815,False
850, Odontogenic_ameloblast-associated_protein__AP00021,0,261,0.72868764,0.8227545,0.51352614,0.74739236,0.75354105,0.71318036,False
851, Odontogenic_ameloblast-associated_protein__AP00021,0,262,0.7279599,0.84054744,0.5725893,0.75638694,0.74787945,0.72907263,False
852, Odontogenic_ameloblast-associated_protein__AP00021,0,263,0.7240622,0.8408292,0.53331155,0.7605326,0.7488946,0.721526,False
853, Beta-lactoglobulin__AP00025,0,0,0.76358026,0.860766,0.6265296,0.7919531,0.8011854,0.7688029,False
854, Beta-lactoglobulin__AP00025,0,1,0.7933132,0.87628996,0.69549584,0.8319117,0.8114973,0.80170155,False
855, Beta-lactoglobulin__AP00025,0,2,0.84816056,0.89156437,0.72793734,0.86309034,0.80957204,0.8280649,False
856, Beta-lactoglobulin__AP00025,0,3,0.8634864,0.8916468,0.7344842,0.8756854,0.8380653,0.8406736,False
857, Beta-lactoglobulin__AP00025,0,4,0.8922166,0.91411453,0.7849699,0.9104047,0.8439081,0.8691227,False
858, Beta-lactoglobulin__AP00025,0,5,0.8525882,0.8896189,0.77358043,0.86716354,0.8221579,0.84102184,False
859, Beta-lactoglobulin__AP00025,0,6,0.82478493,0.8784845,0.6778916,0.85665506,0.81988174,0.81153965,False
860, Beta-lactoglobulin__AP00025,0,7,0.8003119,0.88448894,0.651026,0.8524518,0.81226844,0.8001094,False
861, Beta-lactoglobulin__AP00025,0,8,0.80880326,0.9112865,0.7992776,0.8871201,0.8541674,0.852131,False
862, Beta-lactoglobulin__AP00025,0,9,0.8691472,0.88040423,0.75325525,0.8645095,0.86554843,0.846573,False
863, Beta-lactoglobulin__AP00025,1,10,0.86668366,0.8887074,0.7596779,0.8605373,0.84122026,0.8433653,True
864, Beta-lactoglobulin__AP00025,1,11,0.7810568,0.87409234,0.6742479,0.86575425,0.82138324,0.80330694,True
865, Beta-lactoglobulin__AP00025,1,12,0.80837995,0.8890061,0.671118,0.8599113,0.8256076,0.81080467,True
866, Beta-lactoglobulin__AP00025,1,13,0.85072243,0.8972164,0.81825167,0.8889504,0.85824317,0.8626768,True
867, Beta-lactoglobulin__AP00025,1,14,0.90277016,0.9052734,0.81943554,0.88603413,0.8508907,0.87288076,True
868, Beta-lactoglobulin__AP00025,1,15,0.876497,0.8998059,0.74417967,0.88983613,0.8562131,0.8533064,True
869, Beta-lactoglobulin__AP00025,1,16,0.8466166,0.9069639,0.80170554,0.8875965,0.8416773,0.85691196,True
870, Beta-lactoglobulin__AP00025,1,17,0.9140533,0.90022135,0.83008504,0.8762102,0.8563922,0.87539244,True
871, Beta-lactoglobulin__AP00025,1,18,0.75795716,0.88440305,0.6744513,0.85075057,0.81243783,0.79599994,True
872, Beta-lactoglobulin__AP00025,1,19,0.81789744,0.8727754,0.68030673,0.86136824,0.80741286,0.8079521,True
873, Beta-lactoglobulin__AP00025,0,20,0.929767,0.9170023,0.79957145,0.9166684,0.8671511,0.8860321,False
874, Beta-lactoglobulin__AP00025,0,21,0.93926567,0.91486883,0.8401357,0.91445386,0.87689954,0.89712477,False
875, Beta-lactoglobulin__AP00025,0,22,0.92999905,0.91287625,0.7802957,0.90664315,0.8639661,0.87875605,False
876, Beta-lactoglobulin__AP00025,0,23,0.8873052,0.9108877,0.86980635,0.91199815,0.8616582,0.8883311,False
877, Beta-lactoglobulin__AP00025,0,24,0.9275344,0.91773736,0.8227154,0.9043504,0.8910509,0.89267766,False
878, Beta-lactoglobulin__AP00025,0,25,0.8653218,0.91565955,0.82620376,0.9066929,0.87739336,0.8782543,False
879, Beta-lactoglobulin__AP00025,0,26,0.8688469,0.9074987,0.7836545,0.8938612,0.87447,0.8656662,False
880, Beta-lactoglobulin__AP00025,0,27,0.87518483,0.9127312,0.831373,0.8984124,0.87455606,0.8784515,False
881, Beta-lactoglobulin__AP00025,0,28,0.7776729,0.8739922,0.6489407,0.84852266,0.83529615,0.7968849,False
882, Beta-lactoglobulin__AP00025,0,29,0.867945,0.9083914,0.7932441,0.8950851,0.85110307,0.86315376,False
883, Beta-lactoglobulin__AP00025,0,30,0.91638124,0.9124874,0.83077514,0.9062162,0.8806012,0.88929224,False
884, Beta-lactoglobulin__AP00025,0,31,0.90381247,0.8952147,0.70003086,0.86805046,0.8645717,0.846336,False
885, Beta-lactoglobulin__AP00025,0,32,0.81655633,0.889997,0.7562005,0.87162626,0.82716525,0.83230907,False
886, Beta-lactoglobulin__AP00025,0,33,0.80735004,0.87653995,0.6868119,0.8611566,0.8211911,0.8106098,False
887, Beta-lactoglobulin__AP00025,0,34,0.76348734,0.87462384,0.66969854,0.85044384,0.8198861,0.7956279,False
888, Beta-lactoglobulin__AP00025,0,35,0.8200108,0.8782792,0.7275454,0.867457,0.8343627,0.825531,False
889, Beta-lactoglobulin__AP00025,0,36,0.80942446,0.873318,0.6712593,0.8357482,0.8199599,0.801942,False
890, Beta-lactoglobulin__AP00025,0,37,0.79867965,0.8889295,0.67472583,0.8740466,0.8218897,0.81165427,False
891, Beta-lactoglobulin__AP00025,0,38,0.8706509,0.8869962,0.7709256,0.85991776,0.84217787,0.8461336,False
892, Beta-lactoglobulin__AP00025,0,39,0.84271413,0.89394784,0.6793834,0.8688443,0.8284555,0.822669,False
893, Beta-lactoglobulin__AP00025,0,40,0.800369,0.88813627,0.6873433,0.8567788,0.8143215,0.80938977,False
894, Beta-lactoglobulin__AP00025,0,41,0.86199033,0.89755404,0.72805244,0.8758113,0.8549017,0.84366196,False
895, Beta-lactoglobulin__AP00025,0,42,0.90016866,0.9019733,0.7972413,0.9034594,0.83237743,0.867044,False
896, Beta-lactoglobulin__AP00025,0,43,0.9051683,0.9044132,0.7692687,0.8943895,0.83006895,0.8606618,False
897, Beta-lactoglobulin__AP00025,0,44,0.9012939,0.91348195,0.83569276,0.9160611,0.8259056,0.8784871,False
898, Beta-lactoglobulin__AP00025,0,45,0.8708529,0.89208436,0.70142734,0.8667474,0.8335774,0.83293784,False
899, Beta-lactoglobulin__AP00025,0,46,0.8310359,0.8799848,0.68484616,0.84264404,0.8105614,0.80981445,False
900, Beta-lactoglobulin__AP00025,0,47,0.7347058,0.880057,0.6474198,0.8244492,0.79635346,0.776597,False
901, Beta-lactoglobulin__AP00025,0,48,0.7302643,0.8416051,0.62916774,0.78050554,0.792903,0.75488913,False
902, Beta-lactoglobulin__AP00025,0,49,0.73361695,0.83741575,0.61572224,0.8030953,0.77697206,0.75336444,False
903, Beta-lactoglobulin__AP00025,0,50,0.72750926,0.8562971,0.6489539,0.8195609,0.76441634,0.76334745,False
904, Beta-lactoglobulin__AP00025,0,51,0.71819127,0.85794973,0.5833439,0.79313004,0.78115964,0.7467549,False
905, Beta-lactoglobulin__AP00025,0,52,0.9099458,0.8922774,0.78523815,0.89416635,0.84454346,0.86523426,False
906, Beta-lactoglobulin__AP00025,0,53,0.87493753,0.8733724,0.64836746,0.84842736,0.814293,0.8118795,False
907, Beta-lactoglobulin__AP00025,0,54,0.843382,0.8806776,0.7410327,0.87598443,0.8083563,0.8298866,False
908, Beta-lactoglobulin__AP00025,0,55,0.8423351,0.8925539,0.76767313,0.89590293,0.84160906,0.84801483,False
909, Beta-lactoglobulin__AP00025,0,56,0.9587834,0.9162694,0.8531162,0.9144427,0.88372487,0.90526736,False
910, Beta-lactoglobulin__AP00025,0,57,0.92996347,0.90608585,0.8238019,0.9068752,0.8583911,0.8850235,False
911, Beta-lactoglobulin__AP00025,0,58,0.88367605,0.8969698,0.6919063,0.8812126,0.8217254,0.83509797,False
912, Beta-lactoglobulin__AP00025,0,59,0.73165613,0.8753263,0.7076183,0.83764285,0.8077255,0.7919938,False
913, Beta-lactoglobulin__AP00025,0,60,0.81437576,0.8666075,0.7396518,0.84010047,0.80113703,0.8123746,False
914, Beta-lactoglobulin__AP00025,0,61,0.7707984,0.87091494,0.6783831,0.873988,0.77497184,0.7938112,False
915, Beta-lactoglobulin__AP00025,0,62,0.82522154,0.8754055,0.6647694,0.82276803,0.80569863,0.79877263,False
916, Beta-lactoglobulin__AP00025,0,63,0.8606968,0.8846268,0.74150413,0.8734668,0.8264334,0.8373456,False
917, Beta-lactoglobulin__AP00025,0,64,0.8844381,0.8822428,0.79029346,0.8715091,0.8284132,0.8513793,False
918, Beta-lactoglobulin__AP00025,0,65,0.7820372,0.8824078,0.67089146,0.85193557,0.7987938,0.7972132,False
919, Beta-lactoglobulin__AP00025,0,66,0.8748062,0.88801754,0.7540645,0.8823149,0.8328729,0.8464152,False
920, Beta-lactoglobulin__AP00025,0,67,0.8672575,0.8966934,0.7022238,0.88121897,0.8398391,0.8374465,False
921, Beta-lactoglobulin__AP00025,0,68,0.8331076,0.89055,0.7579106,0.8826558,0.83321667,0.8394882,False
922, Beta-lactoglobulin__AP00025,0,69,0.77490395,0.8763243,0.78971094,0.86325836,0.8160071,0.8240409,False
923, Beta-lactoglobulin__AP00025,0,70,0.75697553,0.878952,0.7440792,0.86444795,0.81107986,0.811107,False
924, Beta-lactoglobulin__AP00025,0,71,0.8244537,0.87050796,0.7082907,0.8538021,0.8188561,0.8151821,False
925, Beta-lactoglobulin__AP00025,0,72,0.8848303,0.88026357,0.7175064,0.8707712,0.83235765,0.8371458,False
926, Beta-lactoglobulin__AP00025,0,73,0.8697003,0.89610803,0.76672393,0.8867487,0.8205635,0.8479689,False
927, Beta-lactoglobulin__AP00025,0,74,0.8489319,0.88613325,0.70373625,0.84334725,0.8115133,0.81873244,False
928, Beta-lactoglobulin__AP00025,0,75,0.7439336,0.8506541,0.65966845,0.79562104,0.7886737,0.76771015,False
929, Beta-lactoglobulin__AP00025,0,76,0.72810084,0.8599727,0.6694324,0.835884,0.780902,0.77485836,False
930, Beta-lactoglobulin__AP00025,0,77,0.7458826,0.84349215,0.68525964,0.7965932,0.78317255,0.77088004,False
931, Beta-lactoglobulin__AP00025,0,78,0.76802474,0.8688036,0.65847653,0.8316315,0.815594,0.7885061,False
932, Beta-lactoglobulin__AP00025,0,79,0.8773295,0.8912964,0.78197944,0.8747113,0.8514365,0.8553506,False
933, Beta-lactoglobulin__AP00025,0,80,0.9229468,0.90673864,0.7454487,0.8943013,0.8466329,0.8632137,False
934, Beta-lactoglobulin__AP00025,0,81,0.8898315,0.9019057,0.7685394,0.89086336,0.8704086,0.86430967,False
935, Beta-lactoglobulin__AP00025,0,82,0.8627342,0.9156851,0.87110245,0.9152767,0.86168814,0.8852974,False
936, Beta-lactoglobulin__AP00025,0,83,0.8726766,0.91193515,0.8280946,0.9002313,0.87082964,0.87675345,False
937, Beta-lactoglobulin__AP00025,0,84,0.8642277,0.90085936,0.799745,0.8985231,0.85542315,0.8637557,False
938, Beta-lactoglobulin__AP00025,0,85,0.91540015,0.90294623,0.83588964,0.9049615,0.85927004,0.8836935,False
939, Beta-lactoglobulin__AP00025,0,86,0.92189425,0.9070565,0.7767421,0.90292495,0.86269677,0.8742629,False
940, Beta-lactoglobulin__AP00025,0,87,0.9069488,0.8903245,0.8313573,0.86826843,0.85347503,0.87007487,False
941, Beta-lactoglobulin__AP00025,0,88,0.8138865,0.8898546,0.75099564,0.8790715,0.82665956,0.83209354,False
942, Beta-lactoglobulin__AP00025,0,89,0.818566,0.88330483,0.7108175,0.83563983,0.82140005,0.81394565,False
943, Beta-lactoglobulin__AP00025,0,90,0.9084194,0.90260345,0.8414012,0.898125,0.86015725,0.88214123,False
944, Beta-lactoglobulin__AP00025,0,91,0.9289794,0.91970366,0.8892463,0.90712476,0.87418175,0.9038471,False
945, Beta-lactoglobulin__AP00025,0,92,0.9436099,0.9239175,0.8826771,0.91347736,0.89610285,0.91195697,False
946, Beta-lactoglobulin__AP00025,0,93,0.96490544,0.9328997,0.94264436,0.9328364,0.9000239,0.934662,False
947, Beta-lactoglobulin__AP00025,0,94,0.951787,0.9248633,0.86440516,0.9230148,0.902822,0.91337854,False
948, Beta-lactoglobulin__AP00025,0,95,0.91375786,0.91864556,0.8811278,0.9116459,0.8639518,0.89782584,False
949, Beta-lactoglobulin__AP00025,0,96,0.83612865,0.87999123,0.6997886,0.8561284,0.8301575,0.82043886,False
950, Beta-lactoglobulin__AP00025,0,97,0.73521703,0.8790875,0.6730466,0.85377604,0.80418074,0.78906155,False
951, Beta-lactoglobulin__AP00025,0,98,0.77911747,0.85444283,0.6476323,0.8271422,0.7960236,0.7808717,False
952, Beta-lactoglobulin__AP00025,0,99,0.78470355,0.87206155,0.63083166,0.83589447,0.7985512,0.78440845,False
953, Beta-lactoglobulin__AP00025,1,100,0.7428917,0.8683656,0.6684272,0.8219687,0.8007249,0.7804756,True
954, Beta-lactoglobulin__AP00025,1,101,0.87438977,0.8989032,0.7941806,0.8897096,0.8494047,0.86131763,True
955, Beta-lactoglobulin__AP00025,1,102,0.9431052,0.90489966,0.87925225,0.9147158,0.8712096,0.9026365,True
956, Beta-lactoglobulin__AP00025,1,103,0.93482226,0.89870745,0.750177,0.8833127,0.8547345,0.8643508,True
957, Beta-lactoglobulin__AP00025,1,104,0.89596677,0.91292596,0.77711135,0.9040456,0.8637429,0.87075853,True
958, Beta-lactoglobulin__AP00025,1,105,0.85070086,0.90239733,0.76714945,0.89785296,0.8389967,0.85141945,True
959, Beta-lactoglobulin__AP00025,1,106,0.91701925,0.90502435,0.8375348,0.90547955,0.8447135,0.8819543,True
960, Beta-lactoglobulin__AP00025,1,107,0.87669903,0.89854896,0.7228532,0.89148897,0.8398744,0.8458929,True
961, Beta-lactoglobulin__AP00025,1,108,0.77954787,0.8919044,0.7099933,0.866393,0.82073665,0.8137151,True
962, Beta-lactoglobulin__AP00025,1,109,0.8451623,0.8749865,0.6846651,0.86742836,0.83528227,0.8215049,True
963, Beta-lactoglobulin__AP00025,0,110,0.8406422,0.8770504,0.6630457,0.849039,0.8193265,0.8098208,False
964, Beta-lactoglobulin__AP00025,0,111,0.747,0.8678766,0.66587114,0.8316551,0.79544723,0.78156996,False
965, Beta-lactoglobulin__AP00025,0,112,0.7511789,0.85904455,0.64247835,0.7910053,0.7820144,0.7651443,False
966, Beta-lactoglobulin__AP00025,0,113,0.7570495,0.8606818,0.67809045,0.84108067,0.79234374,0.7858492,False
967, Beta-lactoglobulin__AP00025,0,114,0.74628484,0.86036545,0.5984885,0.81908536,0.7821759,0.76128006,False
968, Beta-lactoglobulin__AP00025,1,115,0.8401956,0.88467586,0.72973466,0.88720113,0.8291667,0.8341948,True
969, Beta-lactoglobulin__AP00025,1,116,0.8720313,0.8867136,0.70520145,0.86814517,0.83567315,0.83355296,True
970, Beta-lactoglobulin__AP00025,1,117,0.83368915,0.8919412,0.64124143,0.8662428,0.83539426,0.8137018,True
971, Beta-lactoglobulin__AP00025,1,118,0.80429024,0.89808965,0.76600474,0.89239085,0.83178794,0.8385127,True
972, Beta-lactoglobulin__AP00025,1,119,0.8865682,0.9063705,0.79224676,0.894363,0.8535773,0.86662513,True
973, Beta-lactoglobulin__AP00025,1,120,0.8831053,0.91132975,0.84315854,0.91516864,0.87060666,0.8846737,True
974, Beta-lactoglobulin__AP00025,1,121,0.9317065,0.91950285,0.848734,0.9201421,0.87848395,0.8997139,True
975, Beta-lactoglobulin__AP00025,1,122,0.90673155,0.9155643,0.80950904,0.90299034,0.8497152,0.8769021,True
976, Beta-lactoglobulin__AP00025,1,123,0.8438031,0.9067113,0.6842521,0.89335376,0.83764464,0.83315295,True
977, Beta-lactoglobulin__AP00025,1,124,0.7655851,0.8715066,0.67312884,0.84434676,0.7996104,0.7908355,True
978, Beta-lactoglobulin__AP00025,1,125,0.7555284,0.8613791,0.6616472,0.85326964,0.78585786,0.78353643,True
979, Beta-lactoglobulin__AP00025,0,126,0.7620189,0.8671817,0.69925743,0.85153264,0.7803875,0.79207563,False
980, Beta-lactoglobulin__AP00025,0,127,0.7768674,0.8751103,0.64130944,0.81492174,0.80306745,0.7822553,False
981, Beta-lactoglobulin__AP00025,0,128,0.83688223,0.87218064,0.6554966,0.8476568,0.8262555,0.8076943,False
982, Beta-lactoglobulin__AP00025,0,129,0.808135,0.8674687,0.62756604,0.83324087,0.79841137,0.7869644,False
983, Beta-lactoglobulin__AP00025,0,130,0.7717449,0.8660645,0.61202276,0.83394086,0.79007435,0.7747695,False
984, Beta-lactoglobulin__AP00025,0,131,0.83095413,0.8797256,0.666641,0.868302,0.8183698,0.8127985,False
985, Beta-lactoglobulin__AP00025,0,132,0.8769641,0.86440223,0.66111016,0.86504877,0.8212584,0.8177568,False
986, Beta-lactoglobulin__AP00025,0,133,0.8389692,0.8729576,0.6786275,0.8354395,0.7897053,0.8031398,False
987, Beta-lactoglobulin__AP00025,0,134,0.7050805,0.852049,0.56168723,0.7892195,0.75950277,0.7335078,False
988, Beta-lactoglobulin__AP00025,0,135,0.72264147,0.852239,0.61813235,0.8179128,0.7856945,0.75932395,False
989, Beta-lactoglobulin__AP00025,0,136,0.76004475,0.8462528,0.6254419,0.8371832,0.7690725,0.76759905,False
990, Beta-lactoglobulin__AP00025,0,137,0.7434251,0.8528045,0.6021286,0.80698925,0.7697841,0.7550262,False
991, Beta-lactoglobulin__AP00025,0,138,0.8247697,0.8901497,0.7657311,0.87370974,0.8297434,0.8368207,False
